PersonX gets a job  xReact  [GEN]	satisfied	1
PersonX passes the drug test  xAttr  [GEN]	a good student	1
PersonX brings back a friend  xEffect  [GEN]	gets to know his friend	1
PersonX sharpens PersonY's pencil  xIntent  [GEN]	to make PersonY's pencil lighter	1
PersonX has a bad accident  xEffect  [GEN]	is in a car accident	1
PersonX says something insensitive  xWant  [GEN]	to apologize	1
PersonX proposes a change of dress code  xWant  [GEN]	to be a better dresser	2
PersonX notices PersonY's injuries  xEffect  [GEN]	helps PersonY	1
PersonX is the gateway  xEffect  [GEN]	enters the world	2
PersonX rubs PersonY's fur the wrong way  xReact  [GEN]	guilty	1
PersonX has to work the night shift  xNeed  [GEN]	to have work on shift	2
PersonX and PersonY end up together  xNeed  [GEN]	to meet PersonY	1
PersonX gets to know her  xEffect  [GEN]	is grateful to her	1
PersonX confronts PersonY over who should win the competition  xAttr  [GEN]	competitive	1
PersonX reads a handwritten note  HinderedBy  [GEN]	PersonX can't find the note	1
PersonX remembers to reset his email password  xIntent  [GEN]	to be prepared for emergencies	1
PersonX promises to contact PersonY  xIntent  [GEN]	to know how PersonY does things	1
PersonX has a lot of wine with lunch  HinderedBy  [GEN]	PersonX doesn't have any money	1
PersonX becomes forgetful  xAttr  [GEN]	irresponsible	1
PersonX helps PersonY into the tub  xReact  [GEN]	important	1
PersonX assembles a hat  xNeed  [GEN]	to have the ability to assemble hats	1
PersonX takes on the PersonY case  xReact  [GEN]	confident	1
PersonX prefers animals to humans  xIntent  [GEN]	to see animals	1
PersonX has been considered PersonY's best friend  xReact  [GEN]	appreciated	1
PersonX mashes her peter  xReact  [GEN]	amused	1
PersonX chooses a great place to visit  xWant  [GEN]	to be somewhere more important	2
PersonX agrees to send PersonY an e-mail  xReact  [GEN]	relaxed	1
PersonX and PersonY get reacquainted  xWant  [GEN]	to go out with PersonY	1
PersonX gets PersonY some water  xNeed  [GEN]	to have a water-supply issue	2
PersonX comes from the hospital  xWant  [GEN]	to take a rest	1
PersonX explains the point  xNeed  [GEN]	to be talking to someone	1
PersonX and PersonY go to the garden  xReact  [GEN]	relaxed	1
PersonX is tempted by PersonY's wife  xEffect  [GEN]	is worried about PersonY	1
PersonX and PersonY leaves the country  xIntent  [GEN]	to leave the company	1
PersonX obtains money from bank  xEffect  [GEN]	has more money	1
PersonX struggles with life's problems  xWant  [GEN]	to improve	1
PersonX uses her smart mouth  xReact  [GEN]	intelligent	1
PersonX has to learn  xEffect  [GEN]	learns to speak French	1
PersonX is a regular person  xNeed  [GEN]	to live in a busy area	2
PersonX uses an opportunity  xIntent  [GEN]	to make other people happy	1
PersonX gets the answer  xNeed  [GEN]	to be on the right team	2
PersonX drowns her troubles in wine  xIntent  [GEN]	to see the future	2
PersonX researches  xEffect  [GEN]	learns more about the subject	1
PersonX is writing a research paper  xWant  [GEN]	to finish the paper	1
PersonX knows the consequences  xNeed  [GEN]	to think about the consequences	1
PersonX experiences a moment of joy  xEffect  [GEN]	stops smiling	2
PersonX tells herself that she can do it  HinderedBy  [GEN]	PersonX is too scared to do anything	1
PersonX eats at a restaurant  xReact  [GEN]	good	1
PersonX doesn't catch the train  xAttr  [GEN]	irresponsible	1
PersonX sends PersonY a get-well card  xIntent  [GEN]	to make PersonY feel better	1
PersonX announces the result  xAttr  [GEN]	decisive	1
PersonX persuades PersonY to take a trip  xIntent  [GEN]	to show PersonY that he is capable	1
PersonX likes a pink hat  xReact  [GEN]	happy	1
PersonX sits down at a pub  xIntent  [GEN]	to be alone	1
PersonX gets a car  xReact  [GEN]	happy	1
PersonX and PersonY embrace each other  xIntent  [GEN]	to be with PersonY	1
PersonX fears that PersonY will put together something  xReact  [GEN]	afraid	1
PersonX cleans the beach house  xWant  [GEN]	to clean the floor	1
PersonX tells PersonY that he still loves her  xEffect  [GEN]	feels great about himself	1
PersonX is a competent person  xReact  [GEN]	smart	1
PersonX eats dinner with his family  xEffect  [GEN]	gets a good meal	1
PersonX buys a toaster  xIntent  [GEN]	to be prepared for the future	1
PersonX chooses to work as a soccer coach  HinderedBy  [GEN]	PersonX can't find the football team	2
PersonX decides to hurt herself  xReact  [GEN]	frightened	1
PersonX carries a backpack  HinderedBy  [GEN]	PersonX can no longer carry a backpack	1
PersonX carries a backpack  xReact  [GEN]	relaxed	1
PersonX murders PersonY's wife  xEffect  [GEN]	is charged with murder	1
PersonX gets it into his head  HinderedBy  [GEN]	PersonX can't find the words to talk to him	2
PersonX attends a kegger  xIntent  [GEN]	to be in touch with nature	1
PersonX went horse riding  xReact  [GEN]	playful	1
PersonX has to learn  xNeed  [GEN]	to learn to play drums	1
PersonX causes something  HinderedBy  [GEN]	PersonX can't find the part	1
PersonX accepts a deal  xIntent  [GEN]	to get paid	1
PersonX broke a window in PersonY's house  xWant  [GEN]	to go to jail	1
PersonX feels obligated to do it  HinderedBy  [GEN]	PersonX doesn't want to do it	1
PersonX puts down PersonY  xAttr  [GEN]	selfish	1
PersonX admits to doing something  xReact  [GEN]	guilty	1
PersonX reads that PersonY can be met  xReact  [GEN]	pleased	1
PersonX wants to give up smoking  xIntent  [GEN]	to feel healthy	1
PersonX opens a bookstore  xReact  [GEN]	excited	1
PersonX decides to go anyway  xEffect  [GEN]	gets a job	2
PersonX promises to stay loyal  xReact  [GEN]	confident	1
PersonX is very good at her job  xNeed  [GEN]	to be very good at her job	2
PersonX organizes the dance  HinderedBy  [GEN]	PersonX can't find the dresser	1
PersonX walks out of class  xNeed  [GEN]	to be in school	1
PersonX hosts a meal  xAttr  [GEN]	a good host	1
PersonX is better at it than anyone else  xAttr  [GEN]	smart	1
PersonX persuades PersonY to act  xAttr  [GEN]	persuasive	1
PersonX tells about PersonY's interests  xAttr  [GEN]	sociable	1
PersonX sees there's nothing in the room  xWant  [GEN]	to see what's there	1
PersonX kicks PersonY in the shin  xReact  [GEN]	angry	1
PersonX is assigned to go on the mission  xAttr  [GEN]	brave	1
PersonX makes shoes  xAttr  [GEN]	artistic	1
PersonX fires PersonX's coach  xIntent  [GEN]	to get rid of the coach	1
PersonX shares his opinion  xIntent  [GEN]	to be a good person	1
PersonX receives a support from an orphanage  xIntent  [GEN]	to be a better person	2
PersonX slips on the floor  xReact  [GEN]	embarrassed	1
PersonX expects the unexpected  HinderedBy  [GEN]	PersonX is not expecting the unexpected	1
PersonX is too drunk to walk  xEffect  [GEN]	is banned from the bar	1
PersonX wins Employee of the Year  xEffect  [GEN]	is congratulated by everyone	1
PersonX considers the other person's needs  xNeed  [GEN]	to see the other person for the other person	1
PersonX begins to love PersonY  xNeed  [GEN]	to be happy	1
PersonX is very upset with PersonY  xIntent  [GEN]	to make PersonY happy	2
PersonX listens to CD of Brazilian music  HinderedBy  [GEN]	PersonX is deaf	1
PersonX just learned of PersonY's death  xReact  [GEN]	sad	1
PersonX sings along to songs  xNeed  [GEN]	to have a musical talent	1
PersonX considers the offer  xIntent  [GEN]	to meet the other candidates	1
PersonX meets PersonY's friend  xAttr  [GEN]	social	1
PersonX meets PersonY's mother  xReact  [GEN]	happy	1
PersonX takes refuge in work  xAttr  [GEN]	dedicated	1
PersonX uses an opportunity  xWant  [GEN]	to avoid taking risks	1
PersonX hears it all  xReact  [GEN]	surprised	1
PersonX threatens to tell everyone  xReact  [GEN]	strong	1
PersonX carries a sign  xNeed  [GEN]	to be at the address	1
PersonX raises a glass to his uncle  xReact  [GEN]	honored	1
PersonX talks to the man  xReact  [GEN]	curious	1
PersonX has a lot of wine with lunch  xEffect  [GEN]	has a nice drink	1
PersonX has moved on to PersonY  HinderedBy  [GEN]	PersonX is too old to move	1
PersonX and PersonY have a family  xReact  [GEN]	cared for	1
PersonX chooses a big house  xEffect  [GEN]	is happy with the house	1
PersonX enjoys doing that  HinderedBy  [GEN]	PersonX is too busy to do that	1
PersonX is better at it than anyone else  xWant  [GEN]	to be better than anyone else.	1
PersonX does not like what PersonY did  xAttr  [GEN]	angry	1
PersonX gives back the keys  xIntent  [GEN]	to keep the keys in the wallet	1
PersonX is pleased to see that they are finished  xIntent  [GEN]	to take the challenge	1
PersonX adds a new chapter to his book  xWant  [GEN]	to finish his book	1
PersonX finds out PersonY's story  xEffect  [GEN]	gets to know PersonY	1
PersonX dresses in a silly outfit  xEffect  [GEN]	feels silly	1
PersonX is an honorable member of society  xWant  [GEN]	to be a better person	1
PersonX goes away for a few days  xEffect  [GEN]	is happy	1
PersonX does his laundry  xIntent  [GEN]	to be organized	1
PersonX finds a solution  HinderedBy  [GEN]	PersonX is lazy	1
PersonX deletes some mail  xIntent  [GEN]	to be independent	1
PersonX tells PersonY she is a bad mother  xAttr  [GEN]	a bad mother	2
PersonX is out of his mind  xEffect  [GEN]	is a bit sad	1
PersonX is on a talk show  xReact  [GEN]	nervous	1
PersonX has a high evaluation score  xWant  [GEN]	to get even	2
PersonX loses self-respect  xWant  [GEN]	to be liked	1
PersonX chooses to work as a soccer coach  xAttr  [GEN]	trustworthy	1
PersonX takes the contract  xWant  [GEN]	to move on	1
PersonX finds an engagement ring in the street  xNeed  [GEN]	to be in the vicinity	1
PersonX goes to high school  xAttr  [GEN]	ambitious	1
PersonX gets the key to his office  xAttr  [GEN]	ambitious	2
PersonX wakes up in an unfamiliar room  xAttr  [GEN]	unusual	1
PersonX went to the car dealer  xNeed  [GEN]	to have borrowed money	1
PersonX volunteers to do something  xReact  [GEN]	responsible	1
PersonX wants to meet  xReact  [GEN]	excited	1
PersonX awakens PersonY's soul  xWant  [GEN]	to call PersonY and tell PersonY	1
PersonX becomes friendlier  xNeed  [GEN]	to be friends with someone	1
PersonX shouts at the audience  xIntent  [GEN]	to be heard	1
PersonX looks through a magnifying glass  xEffect  [GEN]	sees a picture	1
PersonX has a picnic with his family  xEffect  [GEN]	has a pleasant day	1
PersonX recovers his necklace  xAttr  [GEN]	resilient	1
PersonX lives up to PersonY's expectations  xWant  [GEN]	to be popular	2
PersonX eats lots of sweets  HinderedBy  [GEN]	PersonX is allergic to sweets	1
PersonX is watching for signs  xIntent  [GEN]	to know what is going on	1
PersonX manages to get out of jail  xEffect  [GEN]	is free	1
PersonX sleeps it off  xEffect  [GEN]	gets no sleep	2
PersonX drops his valuables  xAttr  [GEN]	careless	1
PersonX tells herself that she can do it  xReact  [GEN]	confident	1
PersonX is out of his mind  xAttr  [GEN]	introspective	2
PersonX explains the point  xIntent  [GEN]	to be understood	1
PersonX eats junk food  xReact  [GEN]	angry	1
PersonX appreciates PersonY's advice  HinderedBy  [GEN]	PersonX doesn't like PersonY	1
PersonX tries to kick PersonY out of the car  xAttr  [GEN]	aggressive	1
PersonX dresses up for a play  xReact  [GEN]	cool	1
PersonX and PersonY get reacquainted  HinderedBy  [GEN]	PersonX and PersonY can't talk	1
PersonX pours wine at a wedding  xEffect  [GEN]	has a nice drink	1
PersonX always says good night  xIntent  [GEN]	to show that he is a good guy	1
PersonX offers to buy PersonY a coffee  xReact  [GEN]	helpful	1
PersonX helps PersonY do homework  xNeed  [GEN]	to be interested in PersonY	1
PersonX awakens PersonY's soul  xNeed  [GEN]	to be there	1
PersonX is reasonable on PersonY's asking  xAttr  [GEN]	intelligent	1
PersonX proposes her theory  xWant  [GEN]	to talk to Jamie	1
PersonX is considered attractive  HinderedBy  [GEN]	PersonX is insecure	1
PersonX reads about the letter  xEffect  [GEN]	is interested in history	1
PersonX wants to make a good impression  xReact  [GEN]	interested	1
PersonX meets PersonY's mother  xWant  [GEN]	to get along with PersonY's mother	1
PersonX wants to be a scientist  xWant  [GEN]	to be an astronaut	2
PersonX teaches PersonY to be polite  xNeed  [GEN]	to be comfortable with PersonY	1
PersonX visits a sick friend  xEffect  [GEN]	is cured	2
PersonX learns to live with her misfortune  HinderedBy  [GEN]	PersonX is too scared to try	1
PersonX can't wait any longer  xEffect  [GEN]	is given a date	1
PersonX makes an appeal to PersonY  xEffect  [GEN]	is liked by PersonY	1
PersonX gets a job  xAttr  [GEN]	responsible	1
PersonX needs to find a parking space  xWant  [GEN]	to park on the next level	1
PersonX likes to scare people  xReact  [GEN]	confident	1
PersonX drove PersonY to clinic  xIntent  [GEN]	to help PersonY	1
PersonX plays the doctor  xEffect  [GEN]	is satisfied	1
PersonX is sure of the reply  HinderedBy  [GEN]	PersonX is not sure of the reply	1
PersonX accepts a deal  xEffect  [GEN]	gets married	1
PersonX sits in the car and thinks  xIntent  [GEN]	to relax and think	1
PersonX and PersonY end up together  xWant  [GEN]	to be friends with PersonY	1
PersonX wants to start a business  xWant  [GEN]	to be self sufficient	1
PersonX smiles through it all  xIntent  [GEN]	to feel happy	1
PersonX uses contraception  xReact  [GEN]	fulfilled	2
PersonX asks PersonY to help out  xIntent  [GEN]	to make a difference	1
PersonX flies into the building  xEffect  [GEN]	is hurt	1
PersonX doesn't like living in PersonX's dorm  xIntent  [GEN]	to be independent	1
PersonX likes to go for walks  xIntent  [GEN]	to be close to nature	1
PersonX throws a letter in the trash  xEffect  [GEN]	is asked to pay for the letter	1
PersonX explains something about ethics  xNeed  [GEN]	to be able to talk about ethics	1
PersonX has a friend over for dinner  xAttr  [GEN]	friendly	1
PersonX gives up the baby  xNeed  [GEN]	to be willing to give up the baby	1
PersonX never wanted to go trick or treating  HinderedBy  [GEN]	PersonX always wanted to go trick or treating	1
PersonX hides the money  xReact  [GEN]	careless	2
PersonX recognizes the smell  xReact  [GEN]	excited	1
PersonX challenges PersonY to a fight  xAttr  [GEN]	strong	1
PersonX is watching for signs  HinderedBy  [GEN]	PersonX is not watching	1
PersonX gets a chance to practice what he has learned  xIntent  [GEN]	to be successful	1
PersonX selects a book  xEffect  [GEN]	reads the book	1
PersonX does not brush his teeth  xEffect  [GEN]	is angry	2
PersonX meets PersonY's mother  HinderedBy  [GEN]	PersonX doesn't know about PersonY's mother	1
PersonX buys a phone for PersonY  xNeed  [GEN]	to ask PersonY for help	2
PersonX reads that PersonY can be met  xEffect  [GEN]	is in demand	2
PersonX gives PersonY a good report  xWant  [GEN]	to be a good person	1
PersonX talks for a while  xEffect  [GEN]	becomes friends with the family	1
PersonX and PersonY pay bills  xWant  [GEN]	to pay down debts	1
PersonX exposes PersonY's wrong doing  HinderedBy  [GEN]	PersonX doesn't know anything about PersonY's behavior	1
PersonX finds her lover dead  HinderedBy  [GEN]	PersonX doesn't know how to find her lover	1
PersonX is very good at her job  xReact  [GEN]	confident	1
PersonX begins again  xNeed  [GEN]	to do something	1
PersonX gets a new haircut  xNeed  [GEN]	to request a haircut	1
PersonX can't help telling  HinderedBy  [GEN]	PersonX is too busy to tell anyone	1
PersonX awakens from a nightmare  xReact  [GEN]	frightened	1
PersonX goes hunting with PersonY  xNeed  [GEN]	to want to hunt	1
PersonX is an auto mechanic  HinderedBy  [GEN]	PersonX is still a child	1
PersonX continues on her way  xAttr  [GEN]	brave	1
PersonX is short of cash  xEffect  [GEN]	is no longer short of cash	2
PersonX is relieved of his duties  xReact  [GEN]	relaxed	1
PersonX stays home and watches TV  xReact  [GEN]	satisfied	1
PersonX studies in order to pass the exam  xWant  [GEN]	to study again	1
PersonX looks through a hole  xIntent  [GEN]	to find out what's wrong	1
PersonX sees a movie with friends  xReact  [GEN]	satisfied	1
PersonX hears about this story  xReact  [GEN]	anxious	1
PersonX has a pot of soup  xIntent  [GEN]	to make sure he is full	1
PersonX enjoys solving puzzles  xReact  [GEN]	exhausted	1
PersonX builds a garage  xEffect  [GEN]	is pleased with his work	1
PersonX's cousin marries  xReact  [GEN]	relieved	1
PersonX saves the doctor  xEffect  [GEN]	is thanked by the doctor	1
PersonX learns that PersonY has a cold  xWant  [GEN]	to help PersonY	1
PersonX is prepared for an important exam  xWant  [GEN]	to be prepared	1
PersonX is playing football  xReact  [GEN]	tired	1
PersonX wishes for a vacation  xEffect  [GEN]	goes to a resort	1
PersonX neglects to mention PersonY's presence  xReact  [GEN]	disappointed	2
PersonX challenges PersonY to a fight  HinderedBy  [GEN]	PersonX is afraid of PersonY	1
PersonX designs an award-winning car  xNeed  [GEN]	to have a design document	1
PersonX offers a hand of friendship  xEffect  [GEN]	is thanked by his mother	1
PersonX gets an agent  xIntent  [GEN]	to start a business	1
PersonX sees PersonY's outfit  xIntent  [GEN]	to know more about PersonY	1
PersonX spills it  xReact  [GEN]	embarrassed	1
PersonX has moved on to PersonY  xReact  [GEN]	relieved	1
PersonX brings back water  xAttr  [GEN]	polite	1
PersonX wears bright clothing  xAttr  [GEN]	vain	1
PersonX wins a grand prize  xNeed  [GEN]	to do something to win	1
PersonX says that the policeman should give up  xWant  [GEN]	to find a lawyer	1
PersonX learns some information  HinderedBy  [GEN]	PersonX doesn't know anything	1
PersonX deserves sympathy  xAttr  [GEN]	compassionate	2
PersonX stares at personY  xAttr  [GEN]	nosy	1
PersonX ends the epidemic  xIntent  [GEN]	to save the world	1
PersonX starts to love PersonY  xIntent  [GEN]	to make PersonY happy	1
"PersonX says, ""Hello, stranger.""  xReact  [GEN]"	happy	1
PersonX throws a baseball around  HinderedBy  [GEN]	PersonX can't throw a baseball	1
PersonX talks to you  xReact  [GEN]	friendly	1
PersonX made the garden  xIntent  [GEN]	to beautify the yard	1
PersonX and PersonY suddenly fall in love  xReact  [GEN]	loved and relieved	1
PersonX tells herself that she can do it  xIntent  [GEN]	to be sure that she can do it	1
PersonX and PersonY have a deal  xIntent  [GEN]	to be a leader and PersonY wants to get a promotion	1
PersonX shoots the interloper  HinderedBy  [GEN]	PersonX is afraid of guns	1
PersonX receives a blow to the head  xEffect  [GEN]	dies	1
PersonX puts everything in order  xAttr  [GEN]	orderly	1
PersonX becomes aware of PersonY's good fortune  xEffect  [GEN]	is grateful to PersonY	1
PersonX finds a man crying in his room  xEffect  [GEN]	is comforted by someone	1
PersonX reads a handwritten note  xIntent  [GEN]	to read the note	1
PersonX announces the result  HinderedBy  [GEN]	PersonX can't find the paper to write the results	1
PersonX takes personY to the shops  xEffect  [GEN]	is praised by personY	1
PersonX gives a slap to PersonY  xEffect  [GEN]	is yelled at by PersonY	1
PersonX adds a new chapter to his book  HinderedBy  [GEN]	PersonX can't find the book	1
PersonX challenges PersonY to a fight  xIntent  [GEN]	to win	1
PersonX found a book  xNeed  [GEN]	to find a book	1
PersonX learns to live with her misfortune  xIntent  [GEN]	to feel better about herself	1
PersonX decides to quit smoking  xReact  [GEN]	free	1
PersonX becomes a guest  xNeed  [GEN]	to have a good opinion of the guest	2
PersonX adopts PersonY's interests  xEffect  [GEN]	is a friend of PersonY's	1
PersonX talks to her parents about her future  xIntent  [GEN]	to make amends to her parents	1
PersonX doesn't understand what it means  xWant  [GEN]	to understand it	1
PersonX chooses a big house  xReact  [GEN]	proud	1
PersonX gets in trouble again  xWant  [GEN]	to be punished	2
PersonX is made to work hard by PersonY  xReact  [GEN]	stressed	1
PersonX fails to get it together  xAttr  [GEN]	careless	1
PersonX discovers a mathematical formula  xNeed  [GEN]	to be interested	1
PersonX eats at a restaurant  xAttr  [GEN]	a meal-lovers	2
PersonX leads a revolution  xNeed  [GEN]	to have a clear idea	1
PersonX fails to kill PersonY  xEffect  [GEN]	gets into trouble	1
PersonX sits by the fire  xReact  [GEN]	tired	1
PersonX rides the cable car  xIntent  [GEN]	to be independent	1
PersonX has a smoke  HinderedBy  [GEN]	PersonX is not allowed to smoke	1
PersonX is having a picnic  HinderedBy  [GEN]	PersonX is not allowed in the park	1
PersonX borrows a book  xReact  [GEN]	excited	1
PersonX listens to the music in PersonY's car  xIntent  [GEN]	to know what is happening	1
PersonX regrets the fight  xEffect  [GEN]	is upset	1
PersonX considers the offer  xWant  [GEN]	to ask for a raise	1
PersonX gets over his drunk  xIntent  [GEN]	to be healthy	1
PersonX belongs in the back row  xEffect  [GEN]	has to go to the front row	2
PersonX visits the elderly  xAttr  [GEN]	caring	1
PersonX selects a book  xReact  [GEN]	motivated	1
PersonX posts a photo  xReact  [GEN]	happy	1
PersonX is tamed  xIntent  [GEN]	to be treated with kindness	1
PersonX dresses up for a play  xIntent  [GEN]	to impress a girl	1
PersonX proposes a change of dress code  xReact  [GEN]	proud	1
PersonX runs over PersonY's car  HinderedBy  [GEN]	PersonX is afraid to stop running	2
PersonX asks for an omelette  xAttr  [GEN]	adventurous	2
PersonX is growing too tall  xEffect  [GEN]	is thin	1
PersonX is the best person for the job  xAttr  [GEN]	smart	1
PersonX writes something for PersonY  xIntent  [GEN]	to help PersonY	1
PersonX and PersonY's times cross  xEffect  [GEN]	and PersonY leave	1
PersonX chooses a great place to visit  xReact  [GEN]	confident	1
PersonX gets it into his head  xNeed  [GEN]	to get the ball rolling	1
PersonX is quitting  xIntent  [GEN]	to change his life	1
PersonX flies into the building  xWant  [GEN]	to get away	1
PersonX has a fight with his dad  xWant  [GEN]	to avoid his dad	1
PersonX goes hunting with PersonY  xIntent  [GEN]	to be seen as a hunter	1
PersonX sees Fred  xWant  [GEN]	to see Fred again	1
PersonX is ranting  xAttr  [GEN]	a bully	1
PersonX misplaces PersonY's report  xReact  [GEN]	ashamed	1
PersonX takes its clothes off  HinderedBy  [GEN]	PersonX is too busy to take it off	1
PersonX catches PersonY at it  HinderedBy  [GEN]	PersonX can't find PersonY	1
PersonX tells PersonY that they're predictable  xNeed  [GEN]	to be talking to PersonY	1
PersonX drives to her sister's house  HinderedBy  [GEN]	PersonX is afraid to drive	1
PersonX gives a speech to the students  xNeed  [GEN]	to be on stage	1
PersonX carves a totem pole  xNeed  [GEN]	to be able to carve a totem pole	1
PersonX wants to start a business  HinderedBy  [GEN]	PersonX can't find a job	2
PersonX visits the elderly  xNeed  [GEN]	to have a feeling of compassion	1
PersonX writes the note  xAttr  [GEN]	talented	1
PersonX enjoys solving puzzles  HinderedBy  [GEN]	PersonX can't find the answers	1
PersonX collects flowers for PersonY  HinderedBy  [GEN]	PersonX can't find the flowers	1
PersonX asks me out  xWant  [GEN]	to be friends with me	1
PersonX re-arranges the living room  HinderedBy  [GEN]	PersonX can't find the old fridge	2
PersonX and PersonY stop doing what they're doing  HinderedBy  [GEN]	PersonX is afraid to tell PersonY what to do	1
PersonX asks PersonY to buy a gift  xIntent  [GEN]	to spend time with PersonY	1
PersonX shares his opinion  xAttr  [GEN]	intelligent	1
PersonX purchases it  xNeed  [GEN]	to have enough money	1
PersonX spends a lot of time on  HinderedBy  [GEN]	PersonX is too busy to spend time on things	1
PersonX finds a man crying in his room  xNeed  [GEN]	to be near	1
PersonX employs a clown  xNeed  [GEN]	to have a plan	1
PersonX gives PersonY a list of reasons  HinderedBy  [GEN]	PersonX doesn't know what to say	1
PersonX hopes for a promotion  xWant  [GEN]	to be a manager	1
PersonX calls personX  xIntent  [GEN]	to make a call	1
PersonX convinced PersonY that  xEffect  [GEN]	is rewarded by PersonY	1
PersonX rushes to PersonY's office  xWant  [GEN]	to work	1
PersonX visits personZ  HinderedBy  [GEN]	PersonX can't find personZ	1
PersonX wants to keep PersonY's secret  xEffect  [GEN]	is happy	1
PersonX claims PersonY is wasting his time  xAttr  [GEN]	aggressive	1
PersonX tries to make PersonY laugh  xReact  [GEN]	delighted	1
PersonX gets over his drunk  xNeed  [GEN]	to drink lots of alcohol	1
PersonX wants a girl-scout group  HinderedBy  [GEN]	PersonX can't find the money to buy a group.	1
PersonX pays to see a movie  xIntent  [GEN]	to relax	1
PersonX accidentally finds a new way  HinderedBy  [GEN]	PersonX can't find the new method	1
PersonX and PersonY share an experience  xIntent  [GEN]	to share his experience with PersonY	1
PersonX rushes to PersonY's office  HinderedBy  [GEN]	PersonX is afraid to stay late	1
PersonX studies signs  xIntent  [GEN]	to be prepared for a test	1
PersonX demands that PersonY quits eating  xEffect  [GEN]	gets the upper hand	2
PersonX hosts a meal  xNeed  [GEN]	to have a place to host a meal	1
PersonX calls personY's agent  xAttr  [GEN]	trustworthy	1
PersonX has to fly a kite  xIntent  [GEN]	to be active	1
PersonX murders PersonY's wife  HinderedBy  [GEN]	PersonX is too scared to do it	1
PersonX learns of a storm  xReact  [GEN]	sad	1
PersonX packs for a flight  xAttr  [GEN]	responsible	1
PersonX grows in height  xNeed  [GEN]	to start to grow	1
PersonX considers the problem  xAttr  [GEN]	smart	1
PersonX welcomes PersonY into his home  xAttr  [GEN]	friendly	1
PersonX proposes a change of dress code  HinderedBy  [GEN]	PersonX is too shy to talk to me about it	1
PersonX arrives in California  xEffect  [GEN]	has a great time	1
PersonX is ranting  HinderedBy  [GEN]	PersonX is too weak to speak	1
PersonX attends PersonY's retirement  xReact  [GEN]	happy	1
PersonX writes a list  xReact  [GEN]	challenged	1
PersonX finally gets to his car  xEffect  [GEN]	gets to his car	1
PersonX has a pot of soup  xWant  [GEN]	to feed the homeless	1
PersonX shouts at the audience  xReact  [GEN]	angry	1
PersonX being polite  xReact  [GEN]	competent	1
PersonX studies history at the library  HinderedBy  [GEN]	PersonX is not interested in history	1
PersonX shoots the interloper  xNeed  [GEN]	to have the motive	1
PersonX asks PersonY to help out  xWant  [GEN]	to help PersonY	2
PersonX accepts PersonX's purpose  xIntent  [GEN]	to have PersonY as a partner	2
PersonX looks PersonY up on the Internet  HinderedBy  [GEN]	PersonX is too embarrassed to ask PersonY out	2
PersonX is made to work hard by PersonY  xAttr  [GEN]	ambitious	1
PersonX creates the world  xNeed  [GEN]	to have the ability to create a world	1
PersonX listens to the world  xAttr  [GEN]	intelligent	1
PersonX is watching for signs  xAttr  [GEN]	vigilant	1
PersonX plays the doctor  xReact  [GEN]	competent	1
PersonX leads PersonY up the stairs  xEffect  [GEN]	gets the money	1
PersonX cuts off PersonY's finger  xReact  [GEN]	angry	1
PersonX realizes what it means  HinderedBy  [GEN]	"PersonX doesn't understand the meaning of ""being"""	2
PersonX visits a new town  HinderedBy  [GEN]	PersonX can't afford the bus ticket	1
PersonX listens to whale music  xIntent  [GEN]	to enjoy the music	1
PersonX waits for hours in a parking lot  HinderedBy  [GEN]	PersonX is too busy to check out	2
PersonX scores a hit  HinderedBy  [GEN]	PersonX is shy	2
PersonX drives PersonY to the restaurant  xReact  [GEN]	pleased	1
PersonX makes it to the first five  xNeed  [GEN]	to have a plan	1
PersonX visits the elderly  HinderedBy  [GEN]	PersonX is afraid of the elderly	1
PersonX drives the car home  xAttr  [GEN]	a good driver	1
PersonX does not fall apart  xWant  [GEN]	to be happy	1
PersonX becomes a guest  HinderedBy  [GEN]	PersonX is too shy to talk to people	1
PersonX hears a fire engine  HinderedBy  [GEN]	PersonX can't find the radio	2
PersonX puts money in the jukebox  HinderedBy  [GEN]	PersonX is not allowed to touch the jukebox	1
PersonX is sure it's a good idea  xIntent  [GEN]	to make the best use of the money	1
PersonX mends broken ties  xNeed  [GEN]	to be willing to help	1
PersonX speaks to his friends  xReact  [GEN]	upset	2
PersonX is buried in an avalanche  HinderedBy  [GEN]	PersonX can't find a shovel	2
PersonX gives a speech to the students  xIntent  [GEN]	to be liked	1
PersonX enjoys doing that  xWant  [GEN]	to be a musician	2
PersonX stinks of cheap beer  xAttr  [GEN]	stupid	1
PersonX is obliged to go on a mission  xIntent  [GEN]	to get away from the police	1
PersonX packs for a flight  xReact  [GEN]	eager	1
PersonX takes PersonY in hand  xAttr  [GEN]	affectionate	1
PersonX builds a secret compartment  HinderedBy  [GEN]	PersonX is not a spy	1
PersonX writes a beautiful poem  xWant  [GEN]	to do well on the test	1
PersonX flies out the door  HinderedBy  [GEN]	PersonX is afraid to leave the house	1
PersonX becomes very angry  xIntent  [GEN]	to get the job done	1
PersonX believes that  xIntent  [GEN]	to be objective	1
PersonX goes to the lab  xIntent  [GEN]	to learn more about the chemistry of a word	1
PersonX tries to look important  xNeed  [GEN]	to be able to talk to others	1
PersonX gets PersonY out of a bind  xEffect  [GEN]	is grateful to PersonY	2
PersonX comes up with a good idea  xEffect  [GEN]	is thanked by the boss	1
PersonX devises a new experiment  HinderedBy  [GEN]	PersonX can't find the ingredient	1
