1643. 	PersonX ends her engagement  xEffect  [GEN]	becomes a wife	no
1644. 	PersonX cancels the festival  xReact  [GEN]	good	no
1645. 	PersonX loves flowers  xReact  [GEN]	good about herself	no
1646. 	PersonX demonstrates a new golf swing  xNeed  [GEN]	to make lots of tests	yes
1647. 	PersonX blocks his foot  xEffect  [GEN]	he gets hurt	yes
1648. 	PersonX is careless in sending a letter  xReact  [GEN]	guilty	yes
1649. 	PersonX offers a peace-making gift  HinderedBy  [GEN]	The doctor is forcing personX to give the gift.	no
1650. 	PersonX receives a job promotion  xNeed  [GEN]	to find a recruiter	yes
1651. 	PersonX blocks PersonY's Facebook account  xIntent  [GEN]	to annoy	yes
1652. 	PersonX discusses an issue with PersonY  HinderedBy  [GEN]	PersonY doesn't want to discuss important matters	yes
1653. 	PersonX keeps in contact with PersonY  xEffect  [GEN]	Gets a hold on what y wants	yes
1654. 	PersonX makes a play  xReact  [GEN]	excited	yes
1655. 	PersonX takes up painting  xReact  [GEN]	proud	yes
1656. 	PersonX loses the argument  xReact  [GEN]	angry	yes
1657. 	PersonX flosses teeth  xEffect  [GEN]	eats in restaurant	no
1658. 	PersonX touches up the living room  xReact  [GEN]	satisfied	yes
1659. 	PersonX gets in the driver's seat  xReact  [GEN]	anxious	yes
1660. 	PersonX follows PersonY’s every move  xIntent  [GEN]	to obey	yes
1661. 	PersonX contemplates human nature  HinderedBy  [GEN]	The man is making no sense to anyone.	yes
1662. 	PersonX is saving his money  xIntent  [GEN]	to take a job.	no
1663. 	PersonX wants to change his way of life  xReact  [GEN]	satisfied	no
1664. 	PersonX kept her promise  xReact  [GEN]	satisfied	yes
1665. 	PersonX is a conscientious student  xIntent  [GEN]	to get a proper education.	yes
1666. 	PersonX wishes for strength  xReact  [GEN]	happy to do all the work they do	yes
1667. 	PersonX and PersonY are punished  xAttr  [GEN]	annoyed	yes
1668. 	PersonX is back in touch with PersonY  xEffect  [GEN]	watches whats going on	yes
1669. 	PersonX seeks an audience  xIntent  [GEN]	to win	yes
1670. 	PersonX is one of PersonY's children  xAttr  [GEN]	maternal	no
1671. 	PersonX gets a job in town  xAttr  [GEN]	good working class	yes
1672. 	PersonX finds it rather hot  xWant  [GEN]	put down the towel	yes
1673. 	PersonX does not speak  xIntent  [GEN]	none	no
1674. 	PersonX learns to control her emotions  xEffect  [GEN]	thinks deeply about decision to	yes
1675. 	PersonX never wants to hear that joke again  xEffect  [GEN]	goes home and is alone	yes
1676. 	PersonX swims in the rain  xIntent  [GEN]	to wash dishes well	no
1677. 	PersonX understands why PersonY did what she did  xAttr  [GEN]	smart	yes
1678. 	PersonX repairs the window  xNeed  [GEN]	to see if it is broken	yes
1679. 	PersonX loses a project  xWant  [GEN]	to wait to finish it	no
1680. 	PersonX believes in the freedom of choice  xReact  [GEN]	happy, proud	yes
1681. 	PersonX has fun with PersonY's children  xReact  [GEN]	happy	yes
1682. 	PersonX remembers a time PersonY got on her nerves  xReact  [GEN]	relieved	no
1683. 	PersonX tries to steal money  xWant  [GEN]	to rob a bank	yes
1684. 	PersonX wanted to be a firefighter  xEffect  [GEN]	went to the fire department	yes
1685. 	PersonX jumps in with both feet  xWant  [GEN]	to have fun	yes
1686. 	PersonX earns a dollar an hour  HinderedBy  [GEN]	PersonX earns too much right now.	no
1687. 	PersonX lives by a schedule  xIntent  [GEN]	none	no
0	PersonX gets a good mark on a test  HinderedBy  [GEN]	Person X does not have the information to read the test instructions.	yes
1688. 	PersonX just wants to share the news  xAttr  [GEN]	thoughtful	no
1689. 	PersonX hates to sleep  xIntent  [GEN]	to be asleep	no
1690. 	PersonX meets a stranger on the street  xAttr  [GEN]	sociable	no
1691. 	PersonX gets in touch with an old friend  xReact  [GEN]	interested	yes
1692. 	PersonX lives in a special place  xIntent  [GEN]	to live where they want to live	yes
1693. 	PersonX serves as mediator  xReact  [GEN]	informed	yes
1694. 	PersonX meets the wrong person  xEffect  [GEN]	PersonX loses respect	yes
1695. 	PersonX goes back to baking  xWant  [GEN]	enjoy a snack	yes
1696. 	PersonX likes their photo  xIntent  [GEN]	to be included	yes
1697. 	PersonX considers a new perspective  HinderedBy  [GEN]	PersonX is too attached to the current view to know what makes sense.	yes
1698. 	PersonX tells someone  xReact  [GEN]	accomplished	yes
1699. 	PersonX learns to walk  xReact  [GEN]	smart	yes
1700. 	PersonX puts on headphones  xWant  [GEN]	put on headphones	yes
1701. 	PersonX tosses PersonY up in the air  xIntent  [GEN]	to be responsible	no
1702. 	PersonX shares a photo with PersonY  xIntent  [GEN]	to be helpful	yes
1703. 	PersonX sells vegetables  HinderedBy  [GEN]	PersonX can't put the vegetables.	yes
1704. 	PersonX is among the strongest  xNeed  [GEN]	to be strong	yes
1705. 	PersonX does not want to sleep  xEffect  [GEN]	Is relaxed	no
1706. 	PersonX refuses to volunteer to help at the hospital  xIntent  [GEN]	none	no
1707. 	PersonX makes everyone walk through PersonY's home  xIntent  [GEN]	to show off	yes
1708. 	PersonX hits PersonY in the stomach  xAttr  [GEN]	mean	yes
1709. 	PersonX leads PersonY to God  xAttr  [GEN]	smart	yes
1710. 	PersonX and PersonY chat about the old days  xEffect  [GEN]	none	no
1711. 	PersonX studies hard, unlike PersonY  xIntent  [GEN]	to become competent	yes
1712. 	PersonX meets a friend for dinner  xWant  [GEN]	share the knowledge	yes
1713. 	PersonX follows PersonY in the park  xIntent  [GEN]	to make a good impression	no
1714. 	PersonX begins to learn to play the violin  xReact  [GEN]	accomplished	yes
1715. 	PersonX wraps up PersonY  xAttr  [GEN]	loving	no
1716. 	PersonX wants to attend the meeting  xNeed  [GEN]	to plan a meeting	no
1717. 	PersonX demands the truth  HinderedBy  [GEN]	The truth is secret	no
1718. 	PersonX has been elected as a member of the Senate  xReact  [GEN]	informed	yes
1719. 	PersonX argues with the police  xAttr  [GEN]	aggressive	yes
1720. 	PersonX performs at the theatre  HinderedBy  [GEN]	The theatre is closed with a curfew.	yes
1721. 	PersonX sees PersonY in black clothes  HinderedBy  [GEN]	PersonX can't see anything.	yes
1722. 	PersonX whips up a mob  xReact  [GEN]	frightened	yes
1723. 	PersonX has a strong, loyal dog  xAttr  [GEN]	loving	yes
1724. 	PersonX makes a quick trip  xIntent  [GEN]	to be productive.	yes
1725. 	PersonX finds someone to blame  xAttr  [GEN]	irresponsible	no
1726. 	PersonX is eager to start right away  xReact  [GEN]	happy that they can get in.	no
1727. 	PersonX changes language  xIntent  [GEN]	to learn a new language.	no
1728. 	PersonX mentions the incident  xReact  [GEN]	relieved	no
1729. 	PersonX proves his love  HinderedBy  [GEN]	PersonX does not know if they love one person	yes
1730. 	PersonX works in the area  xIntent  [GEN]	to hire someone	yes
1731. 	PersonX commits to a cause  xAttr  [GEN]	determined	yes
1732. 	PersonX wants something  xEffect  [GEN]	finds something	yes
1733. 	PersonX buys a new camera  xEffect  [GEN]	can't get a phone	no
1734. 	PersonX writes a newsletter  xAttr  [GEN]	responsible	yes
1735. 	PersonX is fashionable  HinderedBy  [GEN]	PersonX is a very young and very talented person.	no
1736. 	PersonX succeeds in stopping smoking  xAttr  [GEN]	brave	no
0	PersonX finds and turns on the lights  HinderedBy  [GEN]	personx can't find the light switch	yes
1737. 	PersonX stops someone from leaving  xAttr  [GEN]	authoritative	yes
1738. 	PersonX is bent on making money  xIntent  [GEN]	to make money	yes
1739. 	PersonX explains a feeling  xEffect  [GEN]	makes personx happy	yes
1740. 	PersonX joins her employer  xReact  [GEN]	excited	yes
1741. 	PersonX ends her engagement  xEffect  [GEN]	is single	yes
1742. 	PersonX cancels the festival  xReact  [GEN]	disappointed	yes
1743. 	PersonX loves flowers  xReact  [GEN]	happy	yes
1744. 	PersonX demonstrates a new golf swing  xNeed  [GEN]	to practice the swing	no
1745. 	PersonX blocks his foot  xEffect  [GEN]	gets a blister	yes
1746. 	PersonX is careless in sending a letter  xReact  [GEN]	ashamed	yes
1747. 	PersonX offers a peace-making gift  HinderedBy  [GEN]	personx can't afford a gift	yes
1748. 	PersonX receives a job promotion  xNeed  [GEN]	to apply	yes
1749. 	PersonX blocks PersonY's Facebook account  xIntent  [GEN]	to keep persony from having access to his family	yes
1750. 	PersonX discusses an issue with PersonY  HinderedBy  [GEN]	personx is afraid to talk about his feelings	yes
1751. 	PersonX keeps in contact with PersonY  xEffect  [GEN]	is glad to see persony	yes
1752. 	PersonX makes a play  xReact  [GEN]	confident	yes
1753. 	PersonX takes up painting  xReact  [GEN]	inspired	yes
1754. 	PersonX loses the argument  xReact  [GEN]	frustrated	yes
1755. 	PersonX flosses teeth  xEffect  [GEN]	gets clean teeth	yes
1756. 	PersonX touches up the living room  xReact  [GEN]	pleased	yes
1757. 	PersonX gets in the driver's seat  xReact  [GEN]	relieved	no
1758. 	PersonX follows PersonY’s every move  xIntent  [GEN]	to help persony	yes
1759. 	PersonX contemplates human nature  HinderedBy  [GEN]	personx is too busy to think about human nature	yes
1760. 	PersonX is saving his money  xIntent  [GEN]	to have enough money to buy a car	yes
1761. 	PersonX wants to change his way of life  xReact  [GEN]	determined	yes
1762. 	PersonX kept her promise  xReact  [GEN]	proud	yes
1763. 	PersonX is a conscientious student  xIntent  [GEN]	to be an a student	yes
1764. 	PersonX wishes for strength  xReact  [GEN]	powerful	yes
1765. 	PersonX and PersonY are punished  xAttr  [GEN]	cruel	no
1766. 	PersonX is back in touch with PersonY  xEffect  [GEN]	and persony are happy	yes
1767. 	PersonX seeks an audience  xIntent  [GEN]	to be accepted	yes
1768. 	PersonX is one of PersonY's children  xAttr  [GEN]	protective	no
1769. 	PersonX gets a job in town  xAttr  [GEN]	responsible	yes
1770. 	PersonX finds it rather hot  xWant  [GEN]	to take a shower	yes
1771. 	PersonX does not speak  xIntent  [GEN]	to be silent	yes
1772. 	PersonX learns to control her emotions  xEffect  [GEN]	becomes calmer	yes
1773. 	PersonX never wants to hear that joke again  xEffect  [GEN]	doesn t make it again	no
1774. 	PersonX swims in the rain  xIntent  [GEN]	to feel refreshed	yes
1775. 	PersonX understands why PersonY did what she did  xAttr  [GEN]	helpful	yes
1776. 	PersonX repairs the window  xNeed  [GEN]	to be in the yard	no
1777. 	PersonX loses a project  xWant  [GEN]	to find the client	yes
1778. 	PersonX believes in the freedom of choice  xReact  [GEN]	motivated	yes
1779. 	PersonX has fun with PersonY's children  xReact  [GEN]	appreciated	yes
1780. 	PersonX remembers a time PersonY got on her nerves  xReact  [GEN]	irritated	yes
1781. 	PersonX tries to steal money  xWant  [GEN]	to be rich	yes
1782. 	PersonX wanted to be a firefighter  xEffect  [GEN]	became a firefighter	yes
1783. 	PersonX jumps in with both feet  xWant  [GEN]	to jump out of the window	no
1784. 	PersonX earns a dollar an hour  HinderedBy  [GEN]	personx can't find any money	no
1785. 	PersonX lives by a schedule  xIntent  [GEN]	to be efficient	yes
0	PersonX can't believe what he or she sees  HinderedBy  [GEN]	personx can't see anything	yes
1786. 	PersonX can clearly grasp it  xAttr  [GEN]	smart	yes
1787. 	PersonX tells PersonY to keep it down  xIntent  [GEN]	to be more careful	yes
1788. 	PersonX launches the business  HinderedBy  [GEN]	personx is too busy to build	yes
1789. 	PersonX maintains a high learning rate  HinderedBy  [GEN]	personx is lazy	yes
1790. 	PersonX posts his thoughts online  HinderedBy  [GEN]	personx is too shy to post his thoughts online	yes
1791. 	PersonX and PersonY form a partnership  xIntent  [GEN]	to have a partner	yes
1792. 	PersonX tries something he or she has never done before  xAttr  [GEN]	daring	no
1793. 	PersonX is a professor of psychology  HinderedBy  [GEN]	personx is not a professor of psychology	yes
1794. 	PersonX agrees to the contract  xIntent  [GEN]	to make the deal	yes
1795. 	PersonX was disappointed in PersonY  xEffect  [GEN]	is sorry to persony	no
1796. 	PersonX stops a bomb from going off  HinderedBy  [GEN]	personx can't find the detonator	yes
1797. 	PersonX is about to go somewhere  xAttr  [GEN]	adventurous	yes
1798. 	PersonX introduces PersonY to the correct date  xReact  [GEN]	pleased	yes
1799. 	PersonX sings in a band  xWant  [GEN]	to perform in a band	yes
1800. 	PersonX makes a bargain  xWant  [GEN]	to keep the bargain	yes
1801. 	PersonX does not want to drink  xEffect  [GEN]	does not drink	yes
1802. 	PersonX takes things literally  xWant  [GEN]	to be a world traveler	no
1803. 	PersonX is made a partner  xEffect  [GEN]	is promoted	yes
1804. 	PersonX says no to a drink  xAttr  [GEN]	independent	yes
1805. 	PersonX likes both of these examples  xIntent  [GEN]	to be sure of the choice	no
1806. 	PersonX pulls the car over  xAttr  [GEN]	aggressive	no
1807. 	PersonX visits with a feeling of reunion  xNeed  [GEN]	to be feeling nostalgic	yes
1808. 	PersonX stays for coffee  HinderedBy  [GEN]	personx is sick	no
1809. 	PersonX dresses as Batman  xReact  [GEN]	powerful	yes
1810. 	PersonX wants PersonY to know  xAttr  [GEN]	encouraging	yes
1811. 	PersonX agrees to testify against PersonY  xNeed  [GEN]	to have a good alibi	yes
1812. 	PersonX is constantly excited  xEffect  [GEN]	is always happy	yes
1813. 	"PersonX is ""alone and grumbling""  xReact  [GEN]"	sad	yes
1814. 	PersonX deals with PersonY in person  HinderedBy  [GEN]	personx is afraid of persony	yes
1815. 	PersonX faces the press  xIntent  [GEN]	to be in control	yes
1816. 	PersonX puts away his suitcase  xEffect  [GEN]	is happy	no
1817. 	PersonX’s friend is arrested  xReact  [GEN]	angry	yes
1818. 	PersonX repairs an appliance  xEffect  [GEN]	is thanked by the appliance company	yes
1819. 	PersonX paints a pretty picture  xNeed  [GEN]	to have a talent	yes
1820. 	PersonX demonstrates a photo  xReact  [GEN]	proud	yes
1821. 	PersonX loses his wallet  xEffect  [GEN]	is angry	yes
1822. 	PersonX found an old picture  HinderedBy  [GEN]	personx can't find the picture	yes
1823. 	PersonX posts a note on PersonY's door  HinderedBy  [GEN]	personx is too shy to post a note	yes
1824. 	PersonX goes to the Halloween party  HinderedBy  [GEN]	personx is sick	yes
1825. 	PersonX starts to feel sorry  xEffect  [GEN]	feels sad	yes
1826. 	PersonX speaks calmly to PersonY  xNeed  [GEN]	to be able to speak to persony	yes
1827. 	PersonX celebrates PersonY's success  HinderedBy  [GEN]	personx is upset with persony	yes
1828. 	PersonX drives over personY’s toes  xAttr  [GEN]	aggressive	yes
1829. 	PersonX types out the proposal  xReact  [GEN]	confident	yes
1830. 	PersonX spreads the news  xEffect  [GEN]	gets more attention	yes
1831. 	PersonX thinks about imprisonment  xReact  [GEN]	anxious	yes
1832. 	PersonX kisses PersonY's mouth  xIntent  [GEN]	to show that he loves persony	yes
1833. 	PersonX makes a three-point turn  HinderedBy  [GEN]	riley is too busy to watch the road	no
1834. 	PersonX contributes to household tasks  xWant  [GEN]	to help others	yes
1835. 	PersonX is a big talker  xEffect  [GEN]	is popular	yes
1836. 	PersonX tells PersonY about his son  xAttr  [GEN]	truthful	yes
1837. 	PersonX explores PersonY’s body  xIntent  [GEN]	to know more about persony	yes
1838. 	PersonX participates in a talent show  xNeed  [GEN]	to be invited	yes
1839. 	PersonX makes a reasonable suggestion  xAttr  [GEN]	thoughtful	yes
1840. 	PersonX accepts a dinner invitation from PersonY  xAttr  [GEN]	friendly	yes
1841. 	PersonX announces his party  xIntent  [GEN]	to organize his party	yes
1842. 	PersonX heads into the room  xReact  [GEN]	comfortable	yes
1843. 	PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	personx is afraid to ask persony	yes
1844. 	PersonX is sharp  xIntent  [GEN]	to do everything right	no
1845. 	PersonX runs 10 miles  xAttr  [GEN]	athletic	yes
1846. 	PersonX attends an international congress  xReact  [GEN]	important	yes
1847. 	PersonX helps PersonY choose a site  xNeed  [GEN]	to have an idea	no
1848. 	PersonX looks at PersonY's eyes  xIntent  [GEN]	to find out what persony is thinking	yes
1849. 	PersonX notices a white butterfly  xEffect  [GEN]	is enchanted	yes
1850. 	PersonX destroys some electronics  xAttr  [GEN]	careless	yes
1851. 	PersonX bought a cake  xEffect  [GEN]	is happy	yes
1852. 	PersonX posts it on the Internet  xAttr  [GEN]	persuasive	yes
1853. 	PersonX takes an architectural tour  HinderedBy  [GEN]	personx can't find the map	yes
1854. 	PersonX recognizes PersonY's wishes  xEffect  [GEN]	buys persony something	yes
1855. 	PersonX decides to go to the park  xIntent  [GEN]	to spend time with his friends	yes
1856. 	PersonX attends class  xIntent  [GEN]	to learn more about the environment	yes
1857. 	PersonX decides to be generous  xIntent  [GEN]	to show his friends that he is a good person	yes
1858. 	PersonX meets two new friends  xAttr  [GEN]	sociable	yes
1859. 	PersonX suggests alternative  HinderedBy  [GEN]	personx is too busy to think about alternatives	yes
1860. 	PersonX agrees to move in with PersonY  xAttr  [GEN]	kind	yes
1861. 	PersonX posts on PersonY's journal  xAttr  [GEN]	social	yes
1862. 	PersonX runs on a treadmill  xAttr  [GEN]	flexible	no
1863. 	PersonX does drugs  xReact  [GEN]	guilty	yes
1864. 	PersonX gets really mad  xEffect  [GEN]	is yelled at by his parents	yes
1865. 	PersonX reads the next chapter  xReact  [GEN]	content	no
1866. 	PersonX faints in PersonY's presence  xReact  [GEN]	embarrassed	yes
1867. 	PersonX does not like to show anger  xAttr  [GEN]	neutral	yes
1868. 	PersonX kisses PersonY on the cheek  xReact  [GEN]	delighted	yes
1869. 	PersonX cleans up the leaves  xIntent  [GEN]	to be tidy	yes
1870. 	PersonX adopts a child  HinderedBy  [GEN]	personx can't afford to adopt a child	yes
1871. 	PersonX loses her suitcase  xReact  [GEN]	upset	yes
1872. 	PersonX reacts to police officer  xWant  [GEN]	to run away	yes
1873. 	PersonX loses her fortune  xWant  [GEN]	to find a new fortune	yes
1874. 	PersonX has a nightmare about what PersonY said  xWant  [GEN]	to see persony again	no
1875. 	PersonX tells PersonY to stop  xIntent  [GEN]	to stop persony from talking	yes
1876. 	PersonX edits PersonY's manuscript  HinderedBy  [GEN]	personx is in the hospital	yes
1877. 	PersonX avoids taking action  xReact  [GEN]	safe	yes
1878. 	PersonX really loses it  xAttr  [GEN]	temperamental	no
1879. 	PersonX helps person Y with his work  xIntent  [GEN]	to help someone	yes
1880. 	PersonX has a reputation for philanthropy  xWant  [GEN]	to be a philanthropist	yes
1881. 	PersonX shows PersonY something  xEffect  [GEN]	is thanked by persony	yes
1882. 	PersonX found PersonY annoying  xWant  [GEN]	to avoid persony	yes
1883. 	PersonX and PersonY have good chemistry  xReact  [GEN]	excited	yes
1884. 	PersonX values PersonY’s relationship  xEffect  [GEN]	is compassionate	yes
0	"PersonX is voted ""Most Likely to Succeed""  xEffect  [GEN]"	wins the election	yes
1885. 	PersonX tries to be strong  HinderedBy  [GEN]	personx is weak	yes
1886. 	PersonX sways PersonY  xReact  [GEN]	sexy	no
1887. 	PersonX keeps on trying  HinderedBy  [GEN]	personx is lazy	yes
1888. 	PersonX heads to a restaurant  xIntent  [GEN]	to eat out	yes
1889. 	PersonX is elected to parliament  xReact  [GEN]	confident	yes
1890. 	PersonX helps PersonY realize  xReact  [GEN]	pleased	yes
1891. 	PersonX arrives early  xIntent  [GEN]	to be ready for a new task	yes
1892. 	PersonX says something optimistic  HinderedBy  [GEN]	personx is depressed	yes
1893. 	PersonX gets kicked out of the bathroom  xReact  [GEN]	upset	yes
1894. 	PersonX laughs happily  xEffect  [GEN]	is happy	yes
1895. 	PersonX is on the verge of giving up  xAttr  [GEN]	insecure	yes
1896. 	PersonX moves into a van  xAttr  [GEN]	adventurous	yes
1897. 	PersonX makes noise with music  xEffect  [GEN]	makes a mess	yes
1898. 	PersonX folds a sheet of paper  xIntent  [GEN]	to be efficient	no
1899. 	PersonX starts to read the paper  xReact  [GEN]	motivated	yes
1900. 	PersonX looses his reputation  xEffect  [GEN]	becomes a celebrity	no
1901. 	PersonX exchanges the dress  xEffect  [GEN]	is pleased with the dress	yes
1902. 	PersonX gets lost in PersonY’s words  xWant  [GEN]	to ask persony questions	yes
1903. 	PersonX tries to entice PersonY  xAttr  [GEN]	seductive	yes
1904. 	PersonX makes a plan to be friendly  xAttr  [GEN]	nice	yes
1905. 	PersonX mows the lawn  xReact  [GEN]	excited	yes
1906. 	PersonX made a radical move  HinderedBy  [GEN]	personx is too afraid to say anything	yes
1907. 	PersonX takes care of people’s needs  xAttr  [GEN]	a team player	yes
1908. 	PersonX confirms what was seen  xIntent  [GEN]	to know what is going on	yes
1909. 	PersonX is a dedicated student  HinderedBy  [GEN]	personx is lazy	yes
1910. 	PersonX tries to find out who stole the money  xWant  [GEN]	to tell the police	yes
1911. 	PersonX wants to be accepted  xIntent  [GEN]	to be noticed	yes
1912. 	PersonX gets in the way of the police  xAttr  [GEN]	a criminal	yes
1913. 	PersonX gains a competitive edge  xAttr  [GEN]	talented	yes
1914. 	PersonX attempts to pacify  xIntent  [GEN]	to be helpful	no
1915. 	PersonX is invited by PersonY to visit  xEffect  [GEN]	visits persony s family	yes
1916. 	PersonX finds the wrong door  xReact  [GEN]	annoyed	yes
1917. 	PersonX takes an advanced course  xReact  [GEN]	accomplished	yes
1918. 	PersonX follows his own instincts  xIntent  [GEN]	to be prepared for a new task	no
1919. 	PersonX plans to seduce PersonY  xEffect  [GEN]	seduces persony	yes
1920. 	PersonX speaks too quickly  xAttr  [GEN]	scatterbrained	yes
1921. 	PersonX begins to understand herself  HinderedBy  [GEN]	personx is not able to tell herself the truth	yes
1922. 	PersonX carries on a dialog  xWant  [GEN]	to talk more	yes
1923. 	PersonX gets the kiss  xIntent  [GEN]	to kiss ali	no
1924. 	PersonX has to save PersonY  xAttr  [GEN]	brave	yes
1925. 	PersonX falls into a routine  xReact  [GEN]	calm	no
1926. 	PersonX has his first child  xWant  [GEN]	to have a family	yes
1927. 	PersonX goes on a train trip  xReact  [GEN]	happy	yes
1928. 	PersonX presents the new candidate  xIntent  [GEN]	to show the candidate the opportunity	yes
1929. 	PersonX gives up and sleeps  xEffect  [GEN]	sleeps well	yes
1930. 	PersonX speaks at a club  xAttr  [GEN]	a leader	yes
1931. 	PersonX buys a cup of tea  xAttr  [GEN]	thoughtful	no
1932. 	PersonX cancels a trip to Paris  xAttr  [GEN]	selfish	yes
1933. 	PersonX's car is out of gas  xReact  [GEN]	frustrated	yes
1934. 	PersonX sets up his home PC  xIntent  [GEN]	to be independent	yes
1935. 	PersonX learns a new thing  xEffect  [GEN]	is excited	yes
1936. 	PersonX looks cool  xWant  [GEN]	to look cool	yes
1937. 	PersonX asks PersonY to build a house  xAttr  [GEN]	curious	no
1938. 	PersonX and PersonY are involved in a surprise battle  xWant  [GEN]	to win	yes
1939. 	PersonX attends prayer meeting  xEffect  [GEN]	feels good about himself	yes
1940. 	PersonX asks if he can have a cup of coffee  xReact  [GEN]	eager	yes
1941. 	PersonX goes sledding  xIntent  [GEN]	to be active	yes
1942. 	PersonX recognizes PersonY as a thief  HinderedBy  [GEN]	personx is not looking at persony	yes
1943. 	PersonX proclaims PersonY guilty  xEffect  [GEN]	is surprised to see persony guilty	no
1944. 	PersonX joins the mob  xAttr  [GEN]	rebellious	yes
1945. 	PersonX has a really smart idea  xReact  [GEN]	creative	yes
1946. 	PersonX slips out of the house  HinderedBy  [GEN]	personx is afraid of getting in trouble	no
1947. 	PersonX relies on PersonY for advice  xIntent  [GEN]	to learn from persony	yes
1948. 	PersonX starts a new political party  xReact  [GEN]	creative	yes
1949. 	PersonX realizes she is attracted to PersonY  xWant  [GEN]	to date persony	yes
1950. 	PersonX keeps the goal in mind  xNeed  [GEN]	to be motivated	yes
1951. 	PersonX takes advantage of PersonY's suggestion  HinderedBy  [GEN]	personx doesn't have the money to buy the gift	no
1952. 	PersonX is a bad person  xReact  [GEN]	bad	yes
1953. 	PersonX ponders the important question  xReact  [GEN]	curious	yes
1954. 	PersonX asks for the pencils  xIntent  [GEN]	to take notes	yes
1955. 	PersonX talks about it  xIntent  [GEN]	to know	yes
1956. 	PersonX frowns a lot  xReact  [GEN]	annoyed	yes
1957. 	PersonX claims PersonY is guilty  xNeed  [GEN]	to be suspicious of persony	yes
1958. 	PersonX tries to keep her secret  HinderedBy  [GEN]	personx can't keep a secret	yes
1959. 	PersonX continues to move  xAttr  [GEN]	strong	yes
1960. 	PersonX helps to deliver the package  xReact  [GEN]	honored	yes
1961. 	PersonX wants PersonY to come in for a drink  xIntent  [GEN]	to make persony happy	yes
1962. 	PersonX becomes educated  xEffect  [GEN]	is pleased with his new knowledge	yes
1963. 	PersonX stops to buy tacos  xWant  [GEN]	to eat tacos	no
1964. 	PersonX will do it  xAttr  [GEN]	strong	yes
1965. 	PersonX promises PersonY not to hurt him  xIntent  [GEN]	to keep persony safe	yes
1966. 	PersonX teaches kids to swim  xNeed  [GEN]	to be interested in teaching	yes
1967. 	PersonX buys expensive clothes  xEffect  [GEN]	is happy	yes
1968. 	PersonX comes back to help PersonY  xReact  [GEN]	proud	yes
1969. 	PersonX drives over the river  xIntent  [GEN]	to get out of the city	no
1970. 	PersonX delivers PersonY's message  xAttr  [GEN]	reliable	yes
1971. 	PersonX mails letter  HinderedBy  [GEN]	personx is in a coma	yes
1972. 	PersonX wants to control the world  HinderedBy  [GEN]	personx can't keep up	yes
1973. 	PersonX consigns PersonY to Hell  xNeed  [GEN]	to be angry at persony	yes
1974. 	PersonX can't go on like this  xAttr  [GEN]	irresponsible	no
1975. 	PersonX changes a password  xReact  [GEN]	relaxed	yes
1976. 	PersonX manages to agree  HinderedBy  [GEN]	personx can't think of anything to say	yes
1977. 	PersonX sticks to the contract  HinderedBy  [GEN]	personx is not in a position to apply	no
1978. 	PersonX suffers from stomachache  xEffect  [GEN]	is hospitalized	yes
1979. 	PersonX believes something about PersonY  xIntent  [GEN]	to be close to persony	yes
1980. 	PersonX reveals the baby's name  HinderedBy  [GEN]	personx can't remember the name	yes
1981. 	PersonX starts to read the book  xReact  [GEN]	excited	yes
1982. 	PersonX follows the script  xIntent  [GEN]	to follow the script	yes
1983. 	PersonX is not wanted  xAttr  [GEN]	worthless	yes
0	PersonX gets a good mark on a test  HinderedBy  [GEN]	personx is failing the test	yes
1984. 	PersonX just wants to share the news  xAttr  [GEN]	honest	yes
1985. 	PersonX hates to sleep  xIntent  [GEN]	to be productive	yes
1986. 	PersonX meets a stranger on the street  xAttr  [GEN]	friendly	yes
1987. 	PersonX gets in touch with an old friend  xReact  [GEN]	excited	yes
1988. 	PersonX lives in a special place  xIntent  [GEN]	to be special	yes
1989. 	PersonX serves as mediator  xReact  [GEN]	responsible	yes
1990. 	PersonX meets the wrong person  xEffect  [GEN]	is upset	yes
1991. 	PersonX goes back to baking  xWant  [GEN]	to have a baking job	yes
1992. 	PersonX likes their photo  xIntent  [GEN]	to have a good photo	yes
1993. 	PersonX considers a new perspective  HinderedBy  [GEN]	personx can't afford to change his mind	yes
1994. 	PersonX tells someone  xReact  [GEN]	angry	no
1995. 	PersonX learns to walk  xReact  [GEN]	happy	yes
1996. 	PersonX puts on headphones  xWant  [GEN]	to hear the radio	yes
1997. 	PersonX tosses PersonY up in the air  xIntent  [GEN]	to make persony laugh	no
1998. 	PersonX shares a photo with PersonY  xIntent  [GEN]	to talk about persony	yes
1999. 	PersonX sells vegetables  HinderedBy  [GEN]	personx is sick	yes
2000. 	PersonX is among the strongest  xNeed  [GEN]	to be at the top of the food chain	yes
2001. 	PersonX does not want to sleep  xEffect  [GEN]	sleeps better	no
2002. 	PersonX refuses to volunteer to help at the hospital  xIntent  [GEN]	to be independent	yes
2003. 	PersonX makes everyone walk through PersonY's home  xIntent  [GEN]	to show persony that he is a person.	yes
2004. 	PersonX hits PersonY in the stomach  xAttr  [GEN]	mean	yes
2005. 	PersonX leads PersonY to God  xAttr  [GEN]	religious	yes
2006. 	PersonX and PersonY chat about the old days  xEffect  [GEN]	and persony become friends	yes
2007. 	PersonX studies hard, unlike PersonY  xIntent  [GEN]	to succeed	yes
