Alice and Bob pack  xIntent  [GEN]	to go to bed and Bob wants to relax	no
Alice fights to be free  xNeed  [GEN]	to have the courage to speak up	yes
Alice bought a house  xIntent  [GEN]	to be part of a family	no
Alice sets up a booth  HinderedBy  [GEN]	Alice can't find a room	yes
Alice survives in the environment  xReact  [GEN]	hopeful	yes
Alice gets everyone into trouble  xIntent  [GEN]	to be in control	yes
Alice discovers an important clue  HinderedBy  [GEN]	Alice can't find the key	no
Alice wants to get through the day  xIntent  [GEN]	to have fun	yes
Alice teaches personY not to steal  xReact  [GEN]	protective	no
Alice gives a telephone message to Mary  HinderedBy  [GEN]	Alice is too busy to talk to Mary	yes
Alice becomes a person who attacks others  xNeed  [GEN]	to be in a situation where he could attack others	yes
Alice keeps the cat  xAttr  [GEN]	a good pet owner	yes
Alice learns to talk  xReact  [GEN]	comfortable	no
Alice reads the last paper  HinderedBy  [GEN]	Alice is too tired to read	yes
Alice still gets the job  xWant  [GEN]	to work harder	yes
Alice is bored in the meeting  xReact  [GEN]	annoyed	yes
Alice becomes the king  xReact  [GEN]	powerful	yes
Alice is trying to decide on dinner  xWant  [GEN]	to eat	yes
Alice falls off a ledge  xWant  [GEN]	to get better	no
Alice joins Facebook  xEffect  [GEN]	is more social	yes
Alice wants to keep her baby  xAttr  [GEN]	responsible	yes
Alice lets go of Bob  xEffect  [GEN]	is sad	yes
Alice acts on his insight  xReact  [GEN]	inspired	yes
Alice will be right with you  xIntent  [GEN]	to be right	yes
Alice still gets the job  xReact  [GEN]	happy	yes
Alice dons safety goggles  xNeed  [GEN]	to be wearing goggles	yes
Alice wishes he hadn't gone to the beach  xReact  [GEN]	sad	yes
Alice recognizes something  HinderedBy  [GEN]	Alice can't see anything	yes
Alice puts a book on the shelf  HinderedBy  [GEN]	Alice can't find the book	yes
Alice changes into clothes  xEffect  [GEN]	is pleased	yes
Alice acts like a horseâs ass  xAttr  [GEN]	vain	yes
Alice buys a cheeseburger  xIntent  [GEN]	to eat something sweet	yes
Alice receives a surprise  xEffect  [GEN]	is surprised	yes
Aliceâs attitude to something has changed  HinderedBy  [GEN]	Alice doesn't like anything	yes
Alice talks to Bob's mom  xEffect  [GEN]	âs mom likes Bob	no
Alice ran into Bob in town  xWant  [GEN]	to go out with Bob	yes
Alice discovers Bob's betrayal  xWant  [GEN]	to get revenge	yes
Alice uses the bike  xEffect  [GEN]	gets a ride on the bike	yes
Alice accepts Bob's greetings  xAttr  [GEN]	friendly	yes
Alice changes one's mind  xIntent  [GEN]	to make the right decision	yes
Alice makes fun of self  xIntent  [GEN]	to make people laugh	yes
Alice wants to sleep with Bob  HinderedBy  [GEN]	Alice is too tired	no
Alice finds a victim  xAttr  [GEN]	a detective	yes
Alice buys a fancy car  xWant  [GEN]	to take it back	yes
Alice read a book by Michael Connelly  xEffect  [GEN]	is hooked on Connelly	yes
Alice brings it all together  HinderedBy  [GEN]	Alice is too busy to do it	yes
Alice reconciles with her mother  xEffect  [GEN]	becomes a better mother	yes
Alice sees his neighbor's house on fire  xEffect  [GEN]	is upset	yes
Alice tries to jump over a ditch  xNeed  [GEN]	to be willing to jump	yes
Alice makes a public statement  HinderedBy  [GEN]	Alice is not allowed to speak in public	yes
Alice puts on Bobâs socks  xIntent  [GEN]	to comfort Bob	yes
Alice decides to invest in stocks  xReact  [GEN]	confident	yes
Alice gets on the inside of Bob  xIntent  [GEN]	to know what Bob is like	yes
Alice studies personYâs mannerisms  xIntent  [GEN]	to understand personY	yes
Alice notices item  xReact  [GEN]	annoyed	no
Alice sends mail to a constituent  xAttr  [GEN]	trustworthy	yes
Alice gets humiliated  xEffect  [GEN]	feels sorry for himself	yes
Alice has found Bobâs knife  xAttr  [GEN]	clever	yes
Alice invites Bob to the concert  xAttr  [GEN]	romantic	yes
Alice enters a lesbian bar  xReact  [GEN]	confident	no
Alice goes somewhere nice  HinderedBy  [GEN]	Alice is too busy to go anywhere nice	yes
Alice offers the food  HinderedBy  [GEN]	Alice is not allowed to cook	yes
Alice rips off Bob's head  xIntent  [GEN]	to hurt Bob	yes
Alice is fortunate  xEffect  [GEN]	can get to see the person in person	no
Alice pulls a knife on Bob  xAttr  [GEN]	aggressive	yes
Alice has a horrible nightmare  xWant  [GEN]	to avoid nightmares	yes
Alice chooses to remain silent  xIntent  [GEN]	to keep his feelings to himself	yes
Alice enjoys vacations  xEffect  [GEN]	has a good vacation	yes
Alice became a captain  HinderedBy  [GEN]	Alice is too small to join the team	yes
Alice shares his ideas  HinderedBy  [GEN]	Alice can't think of any ideas	yes
Alice has seen better days  xEffect  [GEN]	is proud of his progress	no
Alice is in deep trouble  xReact  [GEN]	scared	yes
Alice asks a person related to Bob  xEffect  [GEN]	meets Bob	yes
Alice writes a short note to Bob  xEffect  [GEN]	is thanked by Bob	yes
Alice tells Bob the problem  xAttr  [GEN]	wise	yes
Alice remembers being pushed  xWant  [GEN]	to be careful	yes
Alice speaks to the class  HinderedBy  [GEN]	Alice is too shy to talk to the class	yes
Alice thinks about a scientific issue  HinderedBy  [GEN]	Alice is afraid to talk about the subject	yes
Alice loses a race  xEffect  [GEN]	is in pain	yes
Alice joins the Daughters of the Republic of Texas  xReact  [GEN]	proud	yes
Alice attends to details  xAttr  [GEN]	perceptive	yes
Alice finds and turns on the lights  HinderedBy  [GEN]	Alice can't find the switch	yes
Alice stops someone from leaving  xAttr  [GEN]	considerate	no
Alice is bent on making money  xIntent  [GEN]	to be financially independent	yes
Alice explains a feeling  xEffect  [GEN]	feels better	yes
Alice joins her employer  xReact  [GEN]	pleased	yes
Alice ends her engagement  xEffect  [GEN]	is unhappy	yes
Alice cancels the festival  xReact  [GEN]	upset	yes
Alice loves flowers  xReact  [GEN]	full	no
Alice demonstrates a new golf swing  xNeed  [GEN]	to be in shape	no
Alice blocks his foot  xEffect  [GEN]	is paralyzed	yes
Alice is careless in sending a letter  xReact  [GEN]	frustrated	yes
Alice offers a peace-making gift  HinderedBy  [GEN]	Alice is too busy to give a present	yes
Alice receives a job promotion  xNeed  [GEN]	to apply for the job	yes
Alice blocks Bob's Facebook account  xIntent  [GEN]	to help Bob	no
Alice discusses an issue with Bob  HinderedBy  [GEN]	Alice is unable to talk about the issue	yes
Alice keeps in contact with Bob  xEffect  [GEN]	gets along with Bob better	yes
Alice makes a play  xReact  [GEN]	joyful	yes
Alice takes up painting  xReact  [GEN]	happy	yes
Alice loses the argument  xReact  [GEN]	upset	yes
Alice flosses teeth  xEffect  [GEN]	is healthy	yes
Alice touches up the living room  xReact  [GEN]	pleased	yes
Alice gets in the driver's seat  xReact  [GEN]	relieved	no
Alice follows Bob’s every move  xIntent  [GEN]	to be sure Bob is doing his homework	yes
Alice contemplates human nature  HinderedBy  [GEN]	Alice can't think of anything to do	no
Alice is saving his money  xIntent  [GEN]	to save money	yes
Alice wants to change his way of life  xReact  [GEN]	passionate	yes
Alice kept her promise  xReact  [GEN]	confident	no
Alice is a conscientious student  xIntent  [GEN]	to make a good impression	yes
Alice wishes for strength  xReact  [GEN]	motivated	yes
Alice and Bob are punished  xAttr  [GEN]	disobedient	yes
Alice is back in touch with Bob  xEffect  [GEN]	is happy	yes
Alice seeks an audience  xIntent  [GEN]	to be recognized	yes
Alice is one of Bob's children  xAttr  [GEN]	a good father	no
Alice gets a job in town  xAttr  [GEN]	competent	yes
Alice finds it rather hot  xWant  [GEN]	to cool off	yes
Alice does not speak  xIntent  [GEN]	to be left alone	yes
Alice learns to control her emotions  xEffect  [GEN]	becomes more friendly	yes
Alice never wants to hear that joke again  xEffect  [GEN]	laughs	no
Alice swims in the rain  xIntent  [GEN]	to feel healthy	no
Alice understands why Bob did what she did  xAttr  [GEN]	perceptive	no
Alice repairs the window  xNeed  [GEN]	to have the tools	yes
Alice loses a project  xWant  [GEN]	to be promoted	no
Alice believes in the freedom of choice  xReact  [GEN]	free	yes
Alice has fun with Bob's children  xReact  [GEN]	relaxed	yes
Alice remembers a time Bob got on her nerves  xReact  [GEN]	angry	yes
Alice tries to steal money  xWant  [GEN]	to be a thief	yes
Alice wanted to be a firefighter  xEffect  [GEN]	is a firefighter	yes
Alice jumps in with both feet  xWant  [GEN]	to leave	no
Alice earns a dollar an hour  HinderedBy  [GEN]	Alice is a broke worker	yes
Alice lives by a schedule  xIntent  [GEN]	to meet his deadlines	yes
Alice gets a good mark on a test  HinderedBy  [GEN]	Alice is failing the test	yes
Alice just wants to share the news  xAttr  [GEN]	friendly	yes
Alice hates to sleep  xIntent  [GEN]	to be alone	no
Alice meets a stranger on the street  xAttr  [GEN]	curious	yes
Alice gets in touch with an old friend  xReact  [GEN]	supported	yes
Alice lives in a special place  xIntent  [GEN]	to feel at home	yes
Alice serves as mediator  xReact  [GEN]	competent	yes
Alice meets the wrong person  xEffect  [GEN]	is punished	no
Alice goes back to baking  xWant  [GEN]	to make more cookies	yes
Alice likes their photo  xIntent  [GEN]	to make a new picture	no
Alice considers a new perspective  HinderedBy  [GEN]	Alice can't think of anything to change	yes
Alice tells someone  xReact  [GEN]	understood	yes
Alice learns to walk  xReact  [GEN]	relaxed	yes
Alice puts on headphones  xWant  [GEN]	to listen to music	yes
Alice tosses Bob up in the air  xIntent  [GEN]	to punish Bob	yes
Alice shares a photo with Bob  xIntent  [GEN]	to show Bob the truth	yes
Alice sells vegetables  HinderedBy  [GEN]	Alice doesn't have enough money	no
Alice is among the strongest  xNeed  [GEN]	to do everything	no
Alice does not want to sleep  xEffect  [GEN]	sleeps at night	no
Alice refuses to volunteer to help at the hospital  xIntent  [GEN]	to show that he is not there to help	yes
Alice makes everyone walk through Bob's home  xIntent  [GEN]	to stop Bob from committing a crime	yes
Alice hits Bob in the stomach  xAttr  [GEN]	aggressive	yes
Alice leads Bob to God  xAttr  [GEN]	spiritual	yes
Alice and Bob chat about the old days  xEffect  [GEN]	and Bob have a new relationship	yes
Alice studies hard, unlike Bob  xIntent  [GEN]	to be a good student	yes
Alice meets a friend for dinner  xWant  [GEN]	to hang out with the friend	yes
Alice follows Bob in the park  xIntent  [GEN]	to talk to Bob	yes
Alice begins to learn to play the violin  xReact  [GEN]	inspired	yes
Alice wraps up Bob  xAttr  [GEN]	helpful	yes
Alice wants to attend the meeting  xNeed  [GEN]	to have an interest in meeting	yes
Alice demands the truth  HinderedBy  [GEN]	Alice is afraid to tell the police	yes
Alice has been elected as a member of the Senate  xReact  [GEN]	happy	yes
Alice argues with the police  xAttr  [GEN]	assertive	yes
Alice performs at the theatre  HinderedBy  [GEN]	Alice is afraid of performing	yes
Alice sees Bob in black clothes  HinderedBy  [GEN]	Alice doesn't know Bob	no
Alice whips up a mob  xReact  [GEN]	guilty	no
Alice has a strong, loyal dog  xAttr  [GEN]	a good friend	no
Alice makes a quick trip  xIntent  [GEN]	to see the world	yes
Alice finds someone to blame  xAttr  [GEN]	confrontational	yes
Alice is eager to start right away  xReact  [GEN]	excited	yes
Alice changes language  xIntent  [GEN]	to communicate with other people	yes
Alice mentions the incident  xReact  [GEN]	upset	yes
Alice proves his love  HinderedBy  [GEN]	Alice is too busy to be romantic	yes
Alice works in the area  xIntent  [GEN]	to be self sufficient	no
Alice commits to a cause  xAttr  [GEN]	good at his job	no
Alice wants something  xEffect  [GEN]	gets something	yes
Alice buys a new camera  xEffect  [GEN]	has a better camera	yes
Alice writes a newsletter  xAttr  [GEN]	a good writer	yes
Alice is fashionable  HinderedBy  [GEN]	Alice is sick	no
Alice succeeds in stopping smoking  xAttr  [GEN]	smart	no
Alice can't believe what he or she sees  HinderedBy  [GEN]	Alice can't see anything	yes
Alice can clearly grasp it  xAttr  [GEN]	intelligent	yes
Alice tells Bob to keep it down  xIntent  [GEN]	to keep Bob safe	yes
Alice launches the business  HinderedBy  [GEN]	Alice is sick	yes
Alice maintains a high learning rate  HinderedBy  [GEN]	Alice can't find the materials to do his homework	yes
Alice posts his thoughts online  HinderedBy  [GEN]	Alice is too shy to post his thoughts online	yes
Alice and Bob form a partnership  xIntent  [GEN]	to be partners with Bob	yes
Alice tries something he or she has never done before  xAttr  [GEN]	adventurous	yes
Alice is a professor of psychology  HinderedBy  [GEN]	Alice is too busy to teach	no
Alice agrees to the contract  xIntent  [GEN]	to be part of the group	yes
Alice was disappointed in Bob  xEffect  [GEN]	is jealous of Bob	no
Alice stops a bomb from going off  HinderedBy  [GEN]	Alice is too scared to do anything	yes
Alice is about to go somewhere  xAttr  [GEN]	adventurous	yes
Alice introduces Bob to the correct date  xReact  [GEN]	proud	yes
Alice sings in a band  xWant  [GEN]	to be a singer	yes
Alice makes a bargain  xWant  [GEN]	to make more deals	yes
Alice does not want to drink  xEffect  [GEN]	drinks less	yes
Alice takes things literally  xWant  [GEN]	to be a storyteller	no
Alice is made a partner  xEffect  [GEN]	is happy	yes
Alice says no to a drink  xAttr  [GEN]	polite	no
Alice likes both of these examples  xIntent  [GEN]	to learn from the others	no
Alice pulls the car over  xAttr  [GEN]	careless	no
Alice visits with a feeling of reunion  xNeed  [GEN]	to feel close to someone	yes
Alice stays for coffee  HinderedBy  [GEN]	Alice is allergic to coffee	yes
Alice dresses as Batman  xReact  [GEN]	satisfied	yes
Alice wants Bob to know  xAttr  [GEN]	nice	yes
Alice agrees to testify against Bob  xNeed  [GEN]	to be a part of the jury	yes
Alice is constantly excited  xEffect  [GEN]	feels happy	yes
"Alice is ""alone and grumbling""  xReact  [GEN]"	ashamed	no
Alice deals with Bob in person  HinderedBy  [GEN]	Alice is not friends with Bob	yes
Alice faces the press  xIntent  [GEN]	to stand out	yes
Alice puts away his suitcase  xEffect  [GEN]	gets to sleep	yes
Alice’s friend is arrested  xReact  [GEN]	afraid	yes
Alice repairs an appliance  xEffect  [GEN]	gets credit for the work	yes
Alice paints a pretty picture  xNeed  [GEN]	to have a skill	yes
Alice demonstrates a photo  xReact  [GEN]	inspired	yes
Alice loses his wallet  xEffect  [GEN]	is homeless	yes
Alice found an old picture  HinderedBy  [GEN]	Alice can't find the picture	yes
Alice posts a note on Bob's door  HinderedBy  [GEN]	Alice is not allowed to see Bob	yes
Alice goes to the Halloween party  HinderedBy  [GEN]	Alice is too scared to go to the party	yes
Alice starts to feel sorry  xEffect  [GEN]	is angry	no
Alice speaks calmly to Bob  xNeed  [GEN]	to be confident	yes
Alice celebrates Bob's success  HinderedBy  [GEN]	Alice is afraid to celebrate	yes
Alice drives over personY’s toes  xAttr  [GEN]	impulsive	yes
Alice types out the proposal  xReact  [GEN]	happy	yes
Alice spreads the news  xEffect  [GEN]	gets congratulated by his friends	yes
Alice thinks about imprisonment  xReact  [GEN]	frustrated	yes
Alice kisses Bob's mouth  xIntent  [GEN]	to kiss Bob	yes
Alice makes a three-point turn  HinderedBy  [GEN]	Alice is in a wheelchair	no
Alice contributes to household tasks  xWant  [GEN]	to be a good parent	yes
Alice is a big talker  xEffect  [GEN]	is famous	yes
Alice tells Bob about his son  xAttr  [GEN]	polite	no
Alice explores Bob’s body  xIntent  [GEN]	to understand Bob	yes
Alice participates in a talent show  xNeed  [GEN]	to be invited to participate in a talent show	yes
Alice makes a reasonable suggestion  xAttr  [GEN]	wise	yes
Alice accepts a dinner invitation from Bob  xAttr  [GEN]	polite	yes
Alice announces his party  xIntent  [GEN]	to show his support for the party	yes
Alice heads into the room  xReact  [GEN]	nervous	yes
Alice asks Bob to check a ballgame  HinderedBy  [GEN]	Alice is too upset to watch a game	yes
Alice is sharp  xIntent  [GEN]	to be in a position of power	yes
Alice runs 10 miles  xAttr  [GEN]	a runner	yes
Alice attends an international congress  xReact  [GEN]	excited	yes
Alice helps Bob choose a site  xNeed  [GEN]	to have the ability to save money	no
Alice looks at Bob's eyes  xIntent  [GEN]	to hear Bob's thoughts	yes
Alice notices a white butterfly  xEffect  [GEN]	is not surprised	no
Alice destroys some electronics  xAttr  [GEN]	destructive	yes
Alice bought a cake  xEffect  [GEN]	was happy	yes
Alice posts it on the Internet  xAttr  [GEN]	clever	yes
Alice takes an architectural tour  HinderedBy  [GEN]	Alice can't find a plane ticket	yes
Alice recognizes Bob's wishes  xEffect  [GEN]	agrees to Bob's wishes	yes
Alice decides to go to the park  xIntent  [GEN]	to get away from his problems	yes
Alice attends class  xIntent  [GEN]	to be a good student	yes
Alice decides to be generous  xIntent  [GEN]	to get things done	no
Alice meets two new friends  xAttr  [GEN]	popular	yes
Alice suggests alternative  HinderedBy  [GEN]	Alice is not allowed to have any proposals	yes
Alice agrees to move in with Bob  xAttr  [GEN]	a nice person	yes
Alice posts on Bob's journal  xAttr  [GEN]	friendly	yes
Alice runs on a treadmill  xAttr  [GEN]	hyper	yes
Alice does drugs  xReact  [GEN]	ashamed	yes
Alice gets really mad  xEffect  [GEN]	gets depressed	no
Alice reads the next chapter  xReact  [GEN]	excited	yes
Alice faints in Bob's presence  xReact  [GEN]	upset	yes
Alice does not like to show anger  xAttr  [GEN]	peaceful	yes
Alice kisses Bob on the cheek  xReact  [GEN]	content	yes
Alice cleans up the leaves  xIntent  [GEN]	to be a nice person	no
Alice adopts a child  HinderedBy  [GEN]	Alice is too young to have a child	no
Alice loses her suitcase  xReact  [GEN]	upset	yes
Alice reacts to police officer  xWant  [GEN]	to know his whereabouts	no
Alice loses her fortune  xWant  [GEN]	to make money	yes
Alice has a nightmare about what Bob said  xWant  [GEN]	to laugh	no
Alice tells Bob to stop  xIntent  [GEN]	to stop Bob from hurting people	yes
Alice edits Bob's manuscript  HinderedBy  [GEN]	Alice can't find the right paper	yes
Alice avoids taking action  xReact  [GEN]	frustrated	no
Alice really loses it  xAttr  [GEN]	angry	yes
Alice helps person Y with his work  xIntent  [GEN]	to help person Y	yes
Alice has a reputation for philanthropy  xWant  [GEN]	to spend money	yes
Alice shows Bob something  xEffect  [GEN]	is thanked by Bob	yes
Alice found Bob annoying  xWant  [GEN]	to make Bob angry	no
Alice and Bob have good chemistry  xReact  [GEN]	happy	yes
Alice values Bob’s relationship  xEffect  [GEN]	is a good friend of Bob	yes
PersonX finds and turns on the lights  can be hindered by  [GEN]	PersonX can't find the switch	yes
PersonX stops someone from leaving  so, PersonX is seen as  [GEN]	strong	yes
PersonX is bent on making money  because PersonX wanted  [GEN]	to be wealthy	yes
PersonX explains a feeling  as a result, PersonX  [GEN]	is understood by others	yes
PersonX joins her employer  as a result, PersonX feels  [GEN]	empowered	yes
PersonX ends her engagement  as a result, PersonX  [GEN]	is single	yes
PersonX cancels the festival  as a result, PersonX feels  [GEN]	disappointed	yes
PersonX loves flowers  as a result, PersonX feels  [GEN]	loved	no
PersonX demonstrates a new golf swing  but before, PersonX needed  [GEN]	to be practicing golf	yes
PersonX blocks his foot  as a result, PersonX  [GEN]	has pain	no
PersonX is careless in sending a letter  as a result, PersonX feels  [GEN]	ashamed	yes
PersonX offers a peace-making gift  can be hindered by  [GEN]	PersonX is worried about his friends	no
PersonX receives a job promotion  but before, PersonX needed  [GEN]	to apply for the job	yes
PersonX blocks PersonY's Facebook account  because PersonX wanted  [GEN]	to help PersonY	no
PersonX discusses an issue with PersonY  can be hindered by  [GEN]	PersonX is afraid to talk to PersonY	yes
PersonX keeps in contact with PersonY  as a result, PersonX  [GEN]	feels safe	no
PersonX makes a play  as a result, PersonX feels  [GEN]	excited	yes
PersonX takes up painting  as a result, PersonX feels  [GEN]	accomplished	yes
PersonX loses the argument  as a result, PersonX feels  [GEN]	discouraged	yes
PersonX flosses teeth  as a result, PersonX  [GEN]	is healthy	yes
PersonX touches up the living room  as a result, PersonX feels  [GEN]	calm	yes
PersonX gets in the driver's seat  as a result, PersonX feels  [GEN]	confident	yes
PersonX follows PersonY’s every move  because PersonX wanted  [GEN]	to know what PersonY is doing	yes
PersonX contemplates human nature  can be hindered by  [GEN]	PersonX is afraid of nature	yes
PersonX is saving his money  because PersonX wanted  [GEN]	to pay bills	yes
PersonX wants to change his way of life  as a result, PersonX feels  [GEN]	inspired	yes
PersonX kept her promise  as a result, PersonX feels  [GEN]	trusted	yes
PersonX is a conscientious student  because PersonX wanted  [GEN]	to be respected	yes
PersonX wishes for strength  as a result, PersonX feels  [GEN]	happy	yes
PersonX and PersonY are punished  so, PersonX is seen as  [GEN]	immature	yes
PersonX is back in touch with PersonY  as a result, PersonX  [GEN]	and PersonY can be friends	yes
PersonX seeks an audience  because PersonX wanted  [GEN]	to be liked	yes
PersonX is one of PersonY's children  so, PersonX is seen as  [GEN]	good with children	no
PersonX gets a job in town  so, PersonX is seen as  [GEN]	competent	yes
PersonX finds it rather hot  as a result, PersonX wants  [GEN]	to go outside	yes
PersonX does not speak  because PersonX wanted  [GEN]	to be quiet	yes
PersonX learns to control her emotions  as a result, PersonX  [GEN]	feels better	yes
PersonX never wants to hear that joke again  as a result, PersonX  [GEN]	keeps going to the movies	no
PersonX swims in the rain  because PersonX wanted  [GEN]	to be in nature	yes
PersonX understands why PersonY did what she did  so, PersonX is seen as  [GEN]	understanding	yes
PersonX repairs the window  but before, PersonX needed  [GEN]	to be able to fix windows	yes
PersonX loses a project  as a result, PersonX wants  [GEN]	to finish the project	yes
PersonX believes in the freedom of choice  as a result, PersonX feels  [GEN]	responsible	yes
PersonX has fun with PersonY's children  as a result, PersonX feels  [GEN]	joyful	yes
PersonX remembers a time PersonY got on her nerves  as a result, PersonX feels  [GEN]	sorry	no
PersonX tries to steal money  as a result, PersonX wants  [GEN]	to tell the bank	no
PersonX wanted to be a firefighter  as a result, PersonX  [GEN]	gets a job	no
PersonX jumps in with both feet  as a result, PersonX wants  [GEN]	to be able to walk	no
PersonX earns a dollar an hour  can be hindered by  [GEN]	PersonX is unemployed	yes
PersonX lives by a schedule  because PersonX wanted  [GEN]	to be on good terms with his family	yes
PersonX gets a good mark on a test  can be hindered by  [GEN]	PersonX can't pass the class	yes
PersonX just wants to share the news  so, PersonX is seen as  [GEN]	nice	yes
PersonX hates to sleep  because PersonX wanted  [GEN]	to be tired	yes
PersonX meets a stranger on the street  so, PersonX is seen as  [GEN]	adventurous	yes
PersonX gets in touch with an old friend  as a result, PersonX feels  [GEN]	comforted	yes
PersonX lives in a special place  because PersonX wanted  [GEN]	to be close to the community	yes
PersonX serves as mediator  as a result, PersonX feels  [GEN]	respected	yes
PersonX meets the wrong person  as a result, PersonX  [GEN]	is rejected	yes
PersonX goes back to baking  as a result, PersonX wants  [GEN]	to bake more pancakes	yes
PersonX likes their photo  because PersonX wanted  [GEN]	to be creative	yes
PersonX considers a new perspective  can be hindered by  [GEN]	PersonX is too busy to think	yes
PersonX tells someone  as a result, PersonX feels  [GEN]	powerful	yes
PersonX learns to walk  as a result, PersonX feels  [GEN]	energetic	yes
PersonX puts on headphones  as a result, PersonX wants  [GEN]	to listen to music	yes
PersonX tosses PersonY up in the air  because PersonX wanted  [GEN]	to hurt PersonY	yes
PersonX shares a photo with PersonY  because PersonX wanted  [GEN]	to show PersonY that he cares	yes
PersonX sells vegetables  can be hindered by  [GEN]	PersonX can't find any vegetables	yes
PersonX is among the strongest  but before, PersonX needed  [GEN]	to be strong enough to withstand a situation	no
PersonX does not want to sleep  as a result, PersonX  [GEN]	does not sleep	yes
PersonX refuses to volunteer to help at the hospital  because PersonX wanted  [GEN]	to keep his job	yes
PersonX makes everyone walk through PersonY's home  because PersonX wanted  [GEN]	to make PersonY feel guilty	yes
PersonX hits PersonY in the stomach  so, PersonX is seen as  [GEN]	mean	yes
PersonX leads PersonY to God  so, PersonX is seen as  [GEN]	a good friend	yes
PersonX and PersonY chat about the old days  as a result, PersonX  [GEN]	and PersonY become friends	yes
PersonX studies hard, unlike PersonY  because PersonX wanted  [GEN]	to win	yes
PersonX meets a friend for dinner  as a result, PersonX wants  [GEN]	to spend time with that friend	yes
PersonX follows PersonY in the park  because PersonX wanted  [GEN]	to stay in PersonY's group	yes
PersonX begins to learn to play the violin  as a result, PersonX feels  [GEN]	excited	yes
PersonX wraps up PersonY  so, PersonX is seen as  [GEN]	competent	no
PersonX wants to attend the meeting  but before, PersonX needed  [GEN]	to have a reason to attend the meeting	yes
PersonX demands the truth  can be hindered by  [GEN]	PersonX is not allowed to talk to the truth	yes
PersonX has been elected as a member of the Senate  as a result, PersonX feels  [GEN]	proud	yes
PersonX argues with the police  so, PersonX is seen as  [GEN]	angry	yes
PersonX performs at the theatre  can be hindered by  [GEN]	PersonX can't find a key to the theatre	yes
PersonX sees PersonY in black clothes  can be hindered by  [GEN]	PersonX can't see PersonY	yes
PersonX whips up a mob  as a result, PersonX feels  [GEN]	sad	yes
PersonX has a strong, loyal dog  so, PersonX is seen as  [GEN]	smart	no
PersonX makes a quick trip  because PersonX wanted  [GEN]	to avoid a traffic jam	yes
PersonX finds someone to blame  so, PersonX is seen as  [GEN]	stubborn	yes
PersonX is eager to start right away  as a result, PersonX feels  [GEN]	content	no
PersonX changes language  because PersonX wanted  [GEN]	to speak a different language	yes
PersonX mentions the incident  as a result, PersonX feels  [GEN]	angry	yes
PersonX proves his love  can be hindered by  [GEN]	PersonX can't stand his own daughter	yes
PersonX works in the area  because PersonX wanted  [GEN]	to make a difference	yes
PersonX commits to a cause  so, PersonX is seen as  [GEN]	committed	yes
PersonX wants something  as a result, PersonX  [GEN]	buys something	yes
PersonX buys a new camera  as a result, PersonX  [GEN]	is pleased with his new camera	yes
PersonX writes a newsletter  so, PersonX is seen as  [GEN]	smart	yes
PersonX is fashionable  can be hindered by  [GEN]	PersonX is too hot	yes
PersonX succeeds in stopping smoking  so, PersonX is seen as  [GEN]	smart	yes
"PersonX is voted ""Most Likely to Succeed""  as a result, PersonX  [GEN]"	succeeds	yes
PersonX tries to be strong  can be hindered by  [GEN]	PersonX can't lift the weights	no
PersonX sways PersonY  as a result, PersonX feels  [GEN]	protective	yes
PersonX keeps on trying  can be hindered by  [GEN]	PersonX is afraid of talking to people	no
PersonX heads to a restaurant  because PersonX wanted  [GEN]	to have a good time	yes
PersonX is elected to parliament  as a result, PersonX feels  [GEN]	proud	yes
PersonX helps PersonY realize  as a result, PersonX feels  [GEN]	pleased	yes
PersonX arrives early  because PersonX wanted  [GEN]	to be a part of the team	yes
PersonX says something optimistic  can be hindered by  [GEN]	PersonX is depressed	yes
PersonX gets kicked out of the bathroom  as a result, PersonX feels  [GEN]	sad	yes
PersonX laughs happily  as a result, PersonX  [GEN]	is happy	yes
PersonX is on the verge of giving up  so, PersonX is seen as  [GEN]	sad	yes
PersonX moves into a van  so, PersonX is seen as  [GEN]	independent	yes
PersonX makes noise with music  as a result, PersonX  [GEN]	is upset	no
PersonX folds a sheet of paper  because PersonX wanted  [GEN]	to look at something	no
PersonX starts to read the paper  as a result, PersonX feels  [GEN]	excited	yes
PersonX looses his reputation  as a result, PersonX  [GEN]	feels guilty	yes
PersonX exchanges the dress  as a result, PersonX  [GEN]	is thanked by the other people	yes
PersonX gets lost in PersonY’s words  as a result, PersonX wants  [GEN]	to know what PersonY thinks	yes
PersonX tries to entice PersonY  so, PersonX is seen as  [GEN]	persuasive	yes
PersonX makes a plan to be friendly  so, PersonX is seen as  [GEN]	cooperative	yes
PersonX mows the lawn  as a result, PersonX feels  [GEN]	happy	yes
PersonX made a radical move  can be hindered by  [GEN]	PersonX can't remember what the move was	yes
PersonX takes care of people’s needs  so, PersonX is seen as  [GEN]	compassionate	yes
PersonX confirms what was seen  because PersonX wanted  [GEN]	to help the police	yes
PersonX is a dedicated student  can be hindered by  [GEN]	PersonX can't find a textbook	yes
PersonX tries to find out who stole the money  as a result, PersonX wants  [GEN]	to find out who stole the money	yes
PersonX wants to be accepted  because PersonX wanted  [GEN]	to have a partner	yes
PersonX gets in the way of the police  so, PersonX is seen as  [GEN]	aggressive	yes
PersonX gains a competitive edge  so, PersonX is seen as  [GEN]	competitive	yes
PersonX attempts to pacify  because PersonX wanted  [GEN]	to help himself	no
